Transaction_ID,Customer_ID,Account_Type,Total_Balance,Transaction_Amount,Investment_Amount,Investment_Type,Transaction_Date,Year,Month,Month_Name
307326,208918,Current,55709,1887.0,45018,Mutual Fund,2022-12-24,2022,12,December
307327,206359,Business,79185,500.0,39147,Mutual Fund,2025-03-19,2025,3,March
307328,209708,Current,53558,4118.0,44456,Recurring Deposit,2024-10-02,2024,10,October
307329,206466,Current,55448,2815.0,43264,Recurring Deposit,2024-09-26,2024,9,September
307330,205836,Current,46868,696.0,1482,Fixed Deposit,2024-11-22,2024,11,November
307331,206054,Savings,15013,918.0,49263,Fixed Deposit,2025-02-25,2025,2,February
307332,207840,Savings,55240,4707.0,12664,Mutual Fund,2025-03-11,2025,3,March
307333,206858,Current,67611,1082.0,15363,Mutual Fund,2024-02-11,2024,2,February
307334,206556,Business,53254,3841.0,15277,Fixed Deposit,2024-11-02,2024,11,November
307335,207312,Current,99487,669.0,46930,Mutual Fund,2023-09-24,2023,9,September
307336,207341,Business,94330,2745.0,4589,Recurring Deposit,2023-07-19,2023,7,July
307337,203341,Business,42083,4747.0,2846,Recurring Deposit,2023-08-19,2023,8,August
307338,204772,Current,29485,2503.0,27690,Mutual Fund,2023-01-22,2023,1,January
307339,202929,Business,43677,2256.0,38576,Recurring Deposit,2025-01-26,2025,1,January
307340,201642,Business,88651,3591.0,16310,Fixed Deposit,2024-06-26,2024,6,June
307341,209975,Business,33667,4320.0,40975,Recurring Deposit,2022-07-21,2022,7,July
307342,201874,Current,42789,3753.0,14907,Mutual Fund,2024-03-13,2024,3,March
307343,200852,Business,71665,4731.0,10289,Recurring Deposit,2024-08-19,2024,8,August
307344,203100,Current,14474,4961.0,32821,Mutual Fund,2022-10-11,2022,10,October
307345,205339,Savings,53781,4353.0,48990,Mutual Fund,2022-08-12,2022,8,August
307346,209936,Current,50761,784.0,28535,Recurring Deposit,2025-03-10,2025,3,March
307347,207216,Savings,69210,710.0,15350,Mutual Fund,2024-03-17,2024,3,March
307348,202040,Savings,47408,3928.0,1680,Recurring Deposit,2022-08-19,2022,8,August
307349,205121,Current,53186,1365.0,48625,Fixed Deposit,2024-02-26,2024,2,February
307350,208901,Savings,34486,1286.0,17359,Mutual Fund,2023-07-16,2023,7,July
307351,200069,Current,42050,2295.0,15628,Mutual Fund,2025-02-16,2025,2,February
307352,204800,Current,48450,1415.0,13031,Mutual Fund,2024-12-16,2024,12,December
307353,208237,Business,36454,4142.0,25984,Fixed Deposit,2024-03-12,2024,3,March
307354,203134,Savings,66772,3830.0,8604,Recurring Deposit,2024-03-20,2024,3,March
307355,201654,Current,56321,4304.0,35973,Recurring Deposit,2023-03-15,2023,3,March
307356,206881,Current,45688,404.59248298738265,5026,Fixed Deposit,2023-03-03,2023,3,March
307357,208020,Savings,88951,1493.0,21414,Mutual Fund,2022-10-30,2022,10,October
307358,200916,Savings,75210,121.0,16310,Fixed Deposit,2024-11-03,2024,11,November
307359,201050,Savings,10881,1316.0,14179,Recurring Deposit,2023-04-25,2023,4,April
307360,201214,Savings,39199,1890.0,24185,Mutual Fund,2023-10-06,2023,10,October
307361,201814,Current,68805,4934.0,12645,Recurring Deposit,2023-11-20,2023,11,November
307362,203299,Savings,76241,2298.0,40362,Fixed Deposit,2022-12-30,2022,12,December
307363,204963,Current,49721,1787.0,29676,Fixed Deposit,2025-03-11,2025,3,March
307364,204319,Savings,69827,3466.0,14400,Mutual Fund,2025-01-17,2025,1,January
307365,201081,Business,63095,2234.0,3899,Fixed Deposit,2023-08-16,2023,8,August
307366,209004,Savings,30651,4834.0,18448,Fixed Deposit,2023-08-07,2023,8,August
307367,204816,Savings,32645,3346.0,21565,Mutual Fund,2024-02-23,2024,2,February
307368,206797,Current,36144,4586.0,15618,Fixed Deposit,2024-04-16,2024,4,April
307369,206672,Current,53414,3599.0,6387,Mutual Fund,2022-05-07,2022,5,May
307370,209116,Business,47962,812.0,19583,Fixed Deposit,2022-06-30,2022,6,June
307371,204591,Business,24616,4416.0,40065,Fixed Deposit,2024-03-28,2024,3,March
307372,206895,Savings,64733,3597.0,42331,Fixed Deposit,2022-09-12,2022,9,September
307373,205157,Current,69744,4573.0,31049,Fixed Deposit,2023-09-17,2023,9,September
307374,208025,Savings,44987,3755.0,42868,Recurring Deposit,2024-04-02,2024,4,April
307375,203169,Current,54082,505.0,16835,Mutual Fund,2024-03-06,2024,3,March
307376,202105,Current,87182,4379.0,6395,Fixed Deposit,2022-12-11,2022,12,December
307377,201370,Current,13450,3706.0,28825,Mutual Fund,2023-06-02,2023,6,June
307378,200528,Current,24200,3181.0,32861,Mutual Fund,2023-09-13,2023,9,September
307379,208823,Business,12660,3991.0,31327,Recurring Deposit,2024-10-14,2024,10,October
307380,208726,Current,10037,4302.0,10823,Fixed Deposit,2024-08-29,2024,8,August
307381,204577,Business,94620,4507.0,35031,Fixed Deposit,2022-10-04,2022,10,October
307382,202769,Business,83944,237.0,23813,Recurring Deposit,2024-05-18,2024,5,May
307383,208404,Savings,17198,3620.0,1655,Fixed Deposit,2022-08-27,2022,8,August
307384,202195,Savings,69597,3601.0,22167,Recurring Deposit,2023-12-11,2023,12,December
307385,201119,Business,83790,1164.0,24944,Fixed Deposit,2022-09-03,2022,9,September
307386,206403,Business,36059,2856.0,33414,Recurring Deposit,2023-08-09,2023,8,August
307387,204168,Business,1691,2775.0,30674,Recurring Deposit,2024-07-31,2024,7,July
307388,204426,Current,49244,4245.0,8329,Mutual Fund,2024-12-23,2024,12,December
307389,204144,Current,10563,4692.0,43557,Recurring Deposit,2022-07-09,2022,7,July
307390,203293,Business,55445,899.0802385572402,30391,Fixed Deposit,2023-07-03,2023,7,July
307391,207532,Business,43099,4898.0,1599,Fixed Deposit,2024-06-25,2024,6,June
307392,200793,Business,56550,4203.0,14491,Fixed Deposit,2024-03-06,2024,3,March
307393,204600,Savings,38335,1852.0,5919,Recurring Deposit,2023-12-03,2023,12,December
307394,202866,Savings,18998,4900.0,35502,Fixed Deposit,2024-09-23,2024,9,September
307395,200679,Current,77378,1223.0,7955,Recurring Deposit,2023-12-23,2023,12,December
307396,206180,Current,95025,1423.0,1449,Recurring Deposit,2023-03-26,2023,3,March
307397,201202,Savings,5299,4979.0,32358,Recurring Deposit,2024-11-09,2024,11,November
307398,208248,Current,6288,1192.0,28366,Fixed Deposit,2023-04-03,2023,4,April
307399,207912,Current,31876,4629.0,24155,Recurring Deposit,2024-07-19,2024,7,July
307400,208527,Business,15023,2262.0,37631,Fixed Deposit,2022-11-23,2022,11,November
307401,200583,Business,61176,3552.0,29476,Fixed Deposit,2024-04-08,2024,4,April
307402,204098,Savings,67440,4900.0,22757,Mutual Fund,2023-11-07,2023,11,November
307403,203262,Business,83409,2532.0,21875,Recurring Deposit,2022-07-01,2022,7,July
307404,204302,Current,93665,3786.0,40027,Fixed Deposit,2023-09-01,2023,9,September
307405,205230,Business,4854,3030.0,4698,Fixed Deposit,2023-02-07,2023,2,February
307406,207673,Current,5099,764.0,19669,Recurring Deposit,2025-03-03,2025,3,March
307407,202610,Savings,81532,4480.0,18214,Recurring Deposit,2024-09-24,2024,9,September
307408,209098,Business,33687,3878.0,45369,Mutual Fund,2024-01-19,2024,1,January
307409,203205,Savings,1903,4696.0,13322,Fixed Deposit,2024-01-26,2024,1,January
307410,202001,Business,87573,4469.0,21542,Mutual Fund,2024-08-18,2024,8,August
307411,201304,Business,85691,1496.0,33592,Recurring Deposit,2023-09-03,2023,9,September
307412,205345,Business,47726,2613.0,16023,Recurring Deposit,2024-07-13,2024,7,July
307413,205657,Savings,79957,1564.0,41108,Fixed Deposit,2025-03-03,2025,3,March
307414,208121,Business,39085,3933.0,47620,Mutual Fund,2023-03-22,2023,3,March
307415,202639,Current,79216,632.0,48327,Mutual Fund,2022-12-14,2022,12,December
307416,203092,Business,44981,4392.0,44152,Mutual Fund,2025-01-13,2025,1,January
307417,209776,Business,32151,4354.0,12246,Mutual Fund,2025-01-24,2025,1,January
307418,205459,Current,52299,3280.0,35873,Recurring Deposit,2022-07-20,2022,7,July
307419,201595,Savings,68635,3363.0,29052,Recurring Deposit,2024-08-28,2024,8,August
307420,204969,Savings,51178,3966.0,31849,Fixed Deposit,2024-04-14,2024,4,April
307421,208945,Current,61012,3845.0,6382,Recurring Deposit,2022-09-14,2022,9,September
307422,208637,Business,98438,2709.0,22850,Recurring Deposit,2024-09-25,2024,9,September
307423,207698,Current,4134,4578.0,18557,Fixed Deposit,2024-10-01,2024,10,October
307424,204490,Current,20607,3880.0,37867,Recurring Deposit,2024-03-09,2024,3,March
307425,203661,Business,80023,2557.0,39874,Fixed Deposit,2023-08-08,2023,8,August
307426,205475,Current,62539,4535.0,40903,Recurring Deposit,2024-07-30,2024,7,July
307427,200642,Savings,45834,3304.0,15434,Recurring Deposit,2022-08-19,2022,8,August
307428,204309,Savings,35328,495.0,22192,Mutual Fund,2024-02-10,2024,2,February
307429,204223,Savings,93518,624.0,21571,Fixed Deposit,2022-12-19,2022,12,December
307430,208703,Current,49374,4542.0,27101,Mutual Fund,2023-07-12,2023,7,July
307431,201642,Business,97788,3606.0,21105,Mutual Fund,2023-12-11,2023,12,December
307432,201068,Savings,58057,935.0,11609,Mutual Fund,2022-07-07,2022,7,July
307433,204481,Business,56240,3061.0,12927,Mutual Fund,2024-10-05,2024,10,October
307434,203940,Business,39018,4944.0,45344,Mutual Fund,2022-09-05,2022,9,September
307435,205302,Savings,2033,1716.0,35287,Fixed Deposit,2025-02-17,2025,2,February
307436,205906,Current,67254,4394.0,33387,Mutual Fund,2024-10-02,2024,10,October
307437,209623,Savings,88887,4376.0,46392,Fixed Deposit,2023-10-30,2023,10,October
307438,202564,Current,51219,1777.0,33943,Mutual Fund,2023-08-11,2023,8,August
307439,201954,Business,70355,3814.0,48319,Recurring Deposit,2024-04-26,2024,4,April
307440,203090,Savings,6806,1530.0,30753,Recurring Deposit,2024-12-16,2024,12,December
307441,209246,Savings,81950,1793.0,33128,Recurring Deposit,2025-01-09,2025,1,January
307442,201514,Current,1967,360.0,48460,Recurring Deposit,2022-06-24,2022,6,June
307443,207017,Current,40471,702.0,16553,Fixed Deposit,2022-08-08,2022,8,August
307444,201872,Business,84234,3072.0,39695,Mutual Fund,2023-02-22,2023,2,February
307445,208610,Savings,43939,272.0,31255,Fixed Deposit,2022-10-22,2022,10,October
307446,205492,Savings,44853,457.0,19612,Fixed Deposit,2024-09-08,2024,9,September
307447,202684,Savings,74320,2905.0,16245,Fixed Deposit,2024-12-03,2024,12,December
307448,207015,Current,31042,3818.0,37598,Mutual Fund,2022-03-21,2022,3,March
307449,205272,Current,85395,4851.0,7205,Recurring Deposit,2022-11-03,2022,11,November
307450,202773,Savings,77719,2748.0,10251,Recurring Deposit,2025-01-10,2025,1,January
307451,205772,Current,31080,780.0,8956,Fixed Deposit,2022-11-07,2022,11,November
307452,201321,Business,58318,1315.0,33309,Recurring Deposit,2024-02-22,2024,2,February
307453,203214,Savings,68434,2838.0,35247,Recurring Deposit,2024-06-23,2024,6,June
307454,208460,Savings,87365,4728.0,23147,Mutual Fund,2023-06-16,2023,6,June
307455,202378,Business,60682,844.0,26562,Fixed Deposit,2023-11-16,2023,11,November
307456,205291,Savings,21990,1042.0,47546,Fixed Deposit,2024-11-01,2024,11,November
307457,209677,Savings,99185,811.0,15301,Fixed Deposit,2024-09-03,2024,9,September
307458,207091,Savings,19782,3025.0,10434,Fixed Deposit,2024-02-13,2024,2,February
307459,204386,Savings,18931,1769.0,45988,Recurring Deposit,2023-01-18,2023,1,January
307460,209006,Current,81418,1352.0,44645,Recurring Deposit,2023-02-03,2023,2,February
307461,204330,Business,87241,795.0,15116,Recurring Deposit,2025-02-11,2025,2,February
307462,204182,Savings,94823,305.0,5738,Fixed Deposit,2023-07-25,2023,7,July
307463,205452,Current,37191,1734.0,36504,Mutual Fund,2023-06-29,2023,6,June
307464,200709,Savings,85683,1001.0,35587,Recurring Deposit,2024-08-22,2024,8,August
307465,200732,Current,85396,4963.0,30138,Fixed Deposit,2025-02-08,2025,2,February
307466,201824,Current,59139,3220.0,24157,Fixed Deposit,2023-07-07,2023,7,July
307467,207169,Business,50874,2308.0,11966,Fixed Deposit,2024-01-25,2024,1,January
307468,204512,Current,97151,2046.0,38004,Recurring Deposit,2023-09-06,2023,9,September
307469,203642,Savings,49019,1025.0,6369,Fixed Deposit,2022-08-06,2022,8,August
307470,205882,Business,75197,4700.0,19397,Mutual Fund,2024-09-11,2024,9,September
307471,203096,Business,17906,785.0,33424,Recurring Deposit,2022-04-02,2022,4,April
307472,203314,Savings,37123,3453.0,45145,Recurring Deposit,2024-10-25,2024,10,October
307473,207594,Savings,91092,767.0,33365,Fixed Deposit,2024-05-21,2024,5,May
307474,208643,Business,1743,2508.0,5010,Recurring Deposit,2023-12-08,2023,12,December
307475,201101,Current,33787,771.0,16665,Fixed Deposit,2022-10-05,2022,10,October
307476,202768,Business,9132,3373.0,26390,Fixed Deposit,2023-06-20,2023,6,June
307477,202152,Business,96986,1135.0,9336,Fixed Deposit,2022-06-25,2022,6,June
307478,202441,Savings,74662,351.0,16388,Recurring Deposit,2023-10-15,2023,10,October
307479,201138,Savings,16731,474.0,48159,Fixed Deposit,2024-07-20,2024,7,July
307480,209877,Savings,8481,4181.0,35023,Mutual Fund,2022-06-11,2022,6,June
307481,208789,Business,46863,3150.0,45083,Fixed Deposit,2022-03-22,2022,3,March
307482,204143,Business,64238,1209.0,15255,Fixed Deposit,2025-03-17,2025,3,March
307483,205694,Savings,16189,1779.0,4957,Recurring Deposit,2024-08-06,2024,8,August
307484,208982,Business,47847,1890.0,15849,Fixed Deposit,2023-09-30,2023,9,September
307485,202273,Savings,12240,2101.0,33032,Recurring Deposit,2022-09-07,2022,9,September
307486,203151,Business,11315,682.0,16084,Recurring Deposit,2023-06-02,2023,6,June
307487,209115,Current,22852,4887.0,21022,Recurring Deposit,2022-05-08,2022,5,May
307488,209421,Savings,19069,4295.0,21002,Mutual Fund,2023-03-21,2023,3,March
307489,204723,Current,53497,997.0,11014,Mutual Fund,2024-01-20,2024,1,January
307490,209192,Savings,6560,1359.0,36998,Mutual Fund,2025-03-15,2025,3,March
307491,207566,Savings,71741,3009.0,30721,Mutual Fund,2024-09-22,2024,9,September
307492,209432,Business,56841,1279.0,1747,Recurring Deposit,2023-11-23,2023,11,November
307493,208647,Savings,68016,2337.0,28359,Mutual Fund,2024-11-16,2024,11,November
307494,204094,Current,95537,1792.0,49432,Recurring Deposit,2023-07-28,2023,7,July
307495,201766,Current,41549,2649.0,2339,Mutual Fund,2023-11-05,2023,11,November
307496,209714,Business,31216,477.0,25816,Mutual Fund,2023-12-11,2023,12,December
307497,208106,Savings,42181,2628.4254882016844,10009,Mutual Fund,2023-11-03,2023,11,November
307498,209522,Savings,82105,4044.0,42081,Fixed Deposit,2024-01-26,2024,1,January
307499,202809,Business,59803,636.0,8867,Fixed Deposit,2024-07-14,2024,7,July
307500,209312,Savings,59367,4666.0,12650,Fixed Deposit,2023-02-12,2023,2,February
307501,208843,Savings,81409,3164.0,29307,Recurring Deposit,2025-01-13,2025,1,January
307502,205212,Current,95354,4909.0,35676,Mutual Fund,2022-12-15,2022,12,December
307503,204747,Current,5163,858.0,46057,Fixed Deposit,2024-03-27,2024,3,March
307504,209244,Current,21505,2776.0,26830,Recurring Deposit,2022-10-23,2022,10,October
307505,209064,Current,50474,580.0,22495,Fixed Deposit,2023-01-07,2023,1,January
307506,209276,Savings,58332,2387.0,1574,Recurring Deposit,2024-07-30,2024,7,July
307507,206803,Savings,85596,1569.0,22868,Recurring Deposit,2023-11-08,2023,11,November
307508,204065,Current,98379,3290.0,2228,Fixed Deposit,2023-10-01,2023,10,October
307509,205933,Savings,82673,460.0,8132,Recurring Deposit,2023-12-29,2023,12,December
307510,202806,Business,71124,1768.0,19878,Fixed Deposit,2022-11-15,2022,11,November
307511,209885,Business,54241,4263.0,1306,Mutual Fund,2023-06-12,2023,6,June
307512,205298,Savings,37547,520.0,27693,Mutual Fund,2025-01-24,2025,1,January
307513,201472,Savings,24189,225.0,22767,Recurring Deposit,2022-10-02,2022,10,October
307514,203739,Current,44997,2876.0,6045,Fixed Deposit,2022-10-15,2022,10,October
307515,203378,Current,90557,4977.0,11313,Mutual Fund,2022-04-08,2022,4,April
307516,205115,Business,90908,4670.0,37023,Recurring Deposit,2022-07-10,2022,7,July
307517,209479,Savings,11268,3362.0,22501,Mutual Fund,2024-12-22,2024,12,December
307518,209766,Savings,76658,2603.0,25427,Fixed Deposit,2022-04-14,2022,4,April
307519,209403,Current,34918,2433.0,21927,Recurring Deposit,2022-10-30,2022,10,October
307520,201618,Savings,47031,579.0,39646,Recurring Deposit,2024-04-15,2024,4,April
307521,208847,Current,82596,344.0,23208,Recurring Deposit,2025-01-06,2025,1,January
307522,200394,Current,21279,4878.0,28843,Recurring Deposit,2024-01-28,2024,1,January
307523,200471,Savings,82016,2328.0,4458,Recurring Deposit,2022-10-17,2022,10,October
307524,209909,Current,2259,1325.0,42047,Mutual Fund,2022-07-30,2022,7,July
307525,207179,Business,98080,4138.0,41246,Recurring Deposit,2022-10-20,2022,10,October
307526,203363,Current,27501,3158.0,26343,Mutual Fund,2024-12-12,2024,12,December
307527,204152,Business,32780,603.0,11138,Mutual Fund,2023-12-27,2023,12,December
307528,208655,Savings,37108,1213.0,37154,Recurring Deposit,2024-02-27,2024,2,February
307529,209153,Savings,26824,2567.0,19899,Recurring Deposit,2025-03-05,2025,3,March
307530,200601,Savings,47578,1879.0,28174,Fixed Deposit,2024-10-14,2024,10,October
307531,204611,Savings,2479,738.0,6995,Fixed Deposit,2024-01-11,2024,1,January
307532,202780,Savings,64968,2430.0,22429,Fixed Deposit,2024-11-13,2024,11,November
307533,206799,Current,16039,540.0,19738,Mutual Fund,2022-12-25,2022,12,December
307534,200021,Savings,90003,1791.0,16901,Fixed Deposit,2024-02-24,2024,2,February
307535,207274,Savings,37327,4305.0,14510,Mutual Fund,2024-05-20,2024,5,May
307536,202473,Savings,30165,4698.0,24834,Mutual Fund,2024-01-08,2024,1,January
307537,207406,Business,45902,1935.0,2955,Mutual Fund,2024-07-25,2024,7,July
307538,208230,Current,4729,2574.0,31453,Recurring Deposit,2024-02-18,2024,2,February
307539,203828,Savings,18525,4762.0,5969,Mutual Fund,2023-11-08,2023,11,November
307540,207829,Savings,25479,1118.0,49311,Fixed Deposit,2023-09-23,2023,9,September
307541,208221,Current,53460,1153.104339898431,30078,Fixed Deposit,2023-03-06,2023,3,March
307542,207581,Business,59453,4300.0,15833,Fixed Deposit,2023-01-03,2023,1,January
307543,202208,Savings,15257,3812.0,26806,Fixed Deposit,2024-01-09,2024,1,January
307544,200615,Business,34338,4717.0,13217,Mutual Fund,2024-10-15,2024,10,October
307545,205789,Current,56038,3726.0,2579,Fixed Deposit,2022-04-01,2022,4,April
307546,206041,Savings,48362,613.0,46300,Mutual Fund,2024-09-03,2024,9,September
307547,202181,Current,47175,3226.0,13888,Recurring Deposit,2024-05-02,2024,5,May
307548,202613,Savings,99760,4736.0,11575,Fixed Deposit,2023-03-23,2023,3,March
307549,204023,Savings,65728,2408.0,32226,Mutual Fund,2024-05-08,2024,5,May
307550,209858,Savings,78508,1499.0,3143,Mutual Fund,2023-05-13,2023,5,May
307551,207992,Savings,97445,2085.0,40961,Mutual Fund,2023-12-19,2023,12,December
307552,200079,Current,45730,650.0,8236,Fixed Deposit,2024-07-16,2024,7,July
307553,207130,Savings,93510,1274.0,35313,Fixed Deposit,2024-09-01,2024,9,September
307554,205239,Business,36988,834.0,4146,Fixed Deposit,2023-10-12,2023,10,October
307555,201157,Savings,30095,2399.0,24904,Mutual Fund,2022-05-11,2022,5,May
307556,209932,Current,23578,1024.0,26563,Mutual Fund,2022-05-18,2022,5,May
307557,200446,Business,90172,3112.0,21815,Recurring Deposit,2024-08-19,2024,8,August
307558,209243,Savings,47280,2903.0,23955,Mutual Fund,2024-04-09,2024,4,April
307559,205420,Current,87952,1263.0,23529,Mutual Fund,2025-03-19,2025,3,March
307560,209785,Current,46547,733.0,44676,Recurring Deposit,2023-10-14,2023,10,October
307561,200978,Savings,39858,4347.0,30291,Fixed Deposit,2022-09-12,2022,9,September
307562,200028,Business,74939,1928.0,1897,Mutual Fund,2024-09-07,2024,9,September
307563,202424,Current,72153,775.0,15922,Recurring Deposit,2024-04-07,2024,4,April
307564,201973,Current,9575,1438.0,45450,Mutual Fund,2025-02-25,2025,2,February
307565,200032,Business,86414,1873.0,1863,Recurring Deposit,2022-07-23,2022,7,July
307566,207621,Savings,54600,1896.0,12118,Fixed Deposit,2022-10-27,2022,10,October
307567,205055,Savings,97447,1599.0,1959,Mutual Fund,2024-06-15,2024,6,June
307568,208811,Savings,90344,2549.0,10348,Recurring Deposit,2023-05-29,2023,5,May
307569,202947,Savings,91125,1849.0,9154,Fixed Deposit,2024-03-12,2024,3,March
307570,207668,Business,38804,1832.3735030396504,27827,Recurring Deposit,2024-06-01,2024,6,June
307571,209487,Current,16764,184.0,20335,Recurring Deposit,2022-07-20,2022,7,July
307572,202548,Savings,44856,5575.050933493362,44132,Mutual Fund,2024-06-11,2024,6,June
307573,209090,Current,82469,2362.0,14954,Fixed Deposit,2024-10-23,2024,10,October
307574,204798,Current,23060,1315.0,2247,Mutual Fund,2022-08-05,2022,8,August
307575,203664,Business,6502,1791.0,5885,Fixed Deposit,2023-04-05,2023,4,April
307576,201941,Current,86360,3764.0,40230,Mutual Fund,2024-03-23,2024,3,March
307577,203217,Savings,71478,4534.0,28931,Fixed Deposit,2024-11-24,2024,11,November
307578,206712,Current,40809,2160.0,22721,Recurring Deposit,2025-01-15,2025,1,January
307579,206427,Savings,96116,4688.0,40468,Fixed Deposit,2025-01-22,2025,1,January
307580,205014,Savings,80091,4752.0,31612,Recurring Deposit,2022-07-20,2022,7,July
307581,206279,Savings,15236,2949.0,7858,Recurring Deposit,2025-02-15,2025,2,February
307582,203243,Current,96387,3865.0,30802,Mutual Fund,2024-11-29,2024,11,November
307583,204984,Business,80623,3214.0,18670,Fixed Deposit,2024-07-05,2024,7,July
307584,209774,Current,60810,3616.0,10957,Mutual Fund,2024-09-06,2024,9,September
307585,207177,Business,62207,3046.0,28464,Fixed Deposit,2023-07-19,2023,7,July
307586,202344,Business,98286,2494.0,30998,Fixed Deposit,2024-10-28,2024,10,October
307587,202754,Business,80387,3575.0,43287,Mutual Fund,2022-06-10,2022,6,June
307588,204094,Current,42941,4313.0,11081,Fixed Deposit,2023-09-05,2023,9,September
307589,200329,Business,76865,2402.0,37218,Mutual Fund,2024-06-29,2024,6,June
307590,206591,Business,51896,504.0,27922,Recurring Deposit,2022-04-06,2022,4,April
307591,208206,Business,23245,4241.0,27649,Recurring Deposit,2024-03-18,2024,3,March
307592,202263,Savings,56813,2648.0,35629,Fixed Deposit,2024-02-24,2024,2,February
307593,209916,Business,21345,4692.0,37604,Mutual Fund,2024-05-25,2024,5,May
307594,205372,Savings,15711,2011.0,23777,Fixed Deposit,2024-03-18,2024,3,March
307595,204425,Business,22770,4317.0,21388,Recurring Deposit,2024-08-28,2024,8,August
307596,202611,Current,22541,997.0,49760,Fixed Deposit,2023-08-17,2023,8,August
307597,205549,Savings,21929,4906.0,5145,Recurring Deposit,2024-01-04,2024,1,January
307598,201082,Business,76198,3373.0,24851,Recurring Deposit,2023-09-20,2023,9,September
307599,206319,Current,8199,5514.043685633499,28774,Recurring Deposit,2023-06-21,2023,6,June
307600,203889,Savings,84737,1124.0,27486,Mutual Fund,2023-06-13,2023,6,June
307601,203419,Current,12486,691.0,42250,Mutual Fund,2022-12-06,2022,12,December
307602,204456,Business,81671,4051.0,35115,Recurring Deposit,2022-05-14,2022,5,May
307603,201789,Business,82058,4896.0,28057,Recurring Deposit,2025-03-04,2025,3,March
307604,207233,Business,5102,3511.0,19119,Recurring Deposit,2024-10-04,2024,10,October
307605,206056,Business,8380,2124.0,35369,Recurring Deposit,2023-07-06,2023,7,July
307606,202617,Savings,6039,3298.0,23027,Mutual Fund,2024-08-12,2024,8,August
307607,208830,Savings,7223,2274.0,34906,Mutual Fund,2023-04-29,2023,4,April
307608,202563,Savings,17720,3301.0,13487,Mutual Fund,2022-06-24,2022,6,June
307609,202480,Business,91464,2861.0,30946,Mutual Fund,2024-11-22,2024,11,November
307610,205151,Business,56249,3262.0,13456,Fixed Deposit,2024-03-25,2024,3,March
307611,205806,Current,42318,1499.0,45628,Fixed Deposit,2024-09-04,2024,9,September
307612,201597,Current,63934,120.0,23238,Mutual Fund,2022-12-08,2022,12,December
307613,202273,Savings,16682,3226.0,20603,Fixed Deposit,2024-08-26,2024,8,August
307614,206287,Business,18570,1011.0,49878,Recurring Deposit,2022-06-09,2022,6,June
307615,209667,Business,84666,1160.0,15418,Fixed Deposit,2025-01-03,2025,1,January
307616,206161,Current,40671,4112.0,8342,Mutual Fund,2023-06-17,2023,6,June
307617,202779,Savings,79413,1418.0,11461,Mutual Fund,2024-11-14,2024,11,November
307618,206889,Business,84202,780.0,33840,Recurring Deposit,2022-05-02,2022,5,May
307619,205509,Current,94701,4756.0,45689,Mutual Fund,2023-06-09,2023,6,June
307620,200746,Savings,48523,4148.0,34391,Mutual Fund,2024-04-12,2024,4,April
307621,202409,Savings,29803,861.2210511507627,25763,Mutual Fund,2022-07-27,2022,7,July
307622,206078,Savings,68081,4605.0,29142,Mutual Fund,2022-10-04,2022,10,October
307623,204944,Current,30407,3272.0,19611,Mutual Fund,2024-05-14,2024,5,May
307624,206243,Business,64486,2953.0,49946,Mutual Fund,2022-07-18,2022,7,July
307625,204351,Current,74198,1545.0,45782,Fixed Deposit,2023-05-26,2023,5,May
307626,205434,Business,66392,3980.0,23340,Mutual Fund,2023-04-16,2023,4,April
307627,209054,Business,15323,4832.0,20011,Recurring Deposit,2022-10-12,2022,10,October
307628,200161,Business,52248,1229.0,39577,Fixed Deposit,2024-11-01,2024,11,November
307629,204012,Savings,85906,852.0,49109,Mutual Fund,2023-05-31,2023,5,May
307630,205760,Business,68577,1958.0,29218,Fixed Deposit,2023-05-22,2023,5,May
307631,207932,Savings,63829,1708.0,35334,Mutual Fund,2023-04-24,2023,4,April
307632,203214,Current,22878,3492.0,36488,Mutual Fund,2022-04-12,2022,4,April
307633,206366,Business,62098,3099.0,8920,Fixed Deposit,2022-09-10,2022,9,September
307634,206450,Current,61149,1526.0,11048,Fixed Deposit,2024-10-14,2024,10,October
307635,209825,Current,70989,113.0,10234,Recurring Deposit,2022-12-17,2022,12,December
307636,200570,Business,89239,4683.0,41334,Fixed Deposit,2024-09-25,2024,9,September
307637,206288,Business,82113,4309.0,40233,Mutual Fund,2022-11-10,2022,11,November
307638,203895,Savings,65157,1887.0,49963,Mutual Fund,2025-01-07,2025,1,January
307639,206800,Business,1810,3401.0,46927,Recurring Deposit,2024-02-12,2024,2,February
307640,208977,Savings,40582,3849.0,17315,Fixed Deposit,2023-10-16,2023,10,October
307641,200822,Savings,12557,2702.0,13458,Fixed Deposit,2022-12-18,2022,12,December
307642,206626,Business,99251,865.0,6684,Recurring Deposit,2023-04-30,2023,4,April
307643,209774,Business,89722,493.0,27437,Fixed Deposit,2025-03-13,2025,3,March
307644,208624,Business,52862,3516.0,25062,Fixed Deposit,2023-03-22,2023,3,March
307645,207062,Savings,53397,4832.0,21374,Fixed Deposit,2024-04-12,2024,4,April
307646,204372,Savings,60176,3705.0,18640,Fixed Deposit,2022-12-26,2022,12,December
307647,203740,Savings,12465,4299.0,30104,Mutual Fund,2024-06-17,2024,6,June
307648,202733,Savings,57720,2653.0,20726,Fixed Deposit,2022-05-11,2022,5,May
307649,206243,Savings,43419,1680.0,47700,Recurring Deposit,2023-09-04,2023,9,September
